Antarctica,Macquarie,"Macquarie Island Station, Macquarie Island",Antarctica/Macquarie
Antarctica,Mawson,"Mawson Station, Holme Bay",Antarctica/Mawson
Antarctica,McMurdo,"McMurdo Station, Ross Island",Antarctica/McMurdo
Antarctica,Palmer,"Palmer Station, Anvers Island",Antarctica/Palmer
Antarctica,Rothera,"Rothera Station, Adelaide Island",Antarctica/Rothera
Antarctica,South Pole,"Amundsen-Scott Station, South Pole",Antarctica/South_Pole
Antarctica,Syowa,"Syowa Station, E Ongul I",Antarctica/Syowa
Antarctica,Vostok,"Vostok Station, Lake Vostok",Antarctica/Vostok
Asia,Aden,,Asia/Aden
Asia,Almaty,most locations,Asia/Almaty
Asia,Amman,,Asia/Amman
Asia,Anadyr,Moscow+08 - Bering Sea,Asia/Anadyr
Asia,Aqtau,"Atyrau (Atirau, Gur'yev), Mangghystau (Mankistau)",Asia/Aqtau
Asia,Aqtobe,Aqtobe (Aktobe),Asia/Aqtobe
Asia,Ashgabat,,Asia/Ashgabat
Asia,Ashkhabad,,Asia/Ashkhabad
Asia,Baghdad,,Asia/Baghdad
Asia,Bahrain,,Asia/Bahrain
Asia,Baku,,Asia/Baku
Asia,Bangkok,,Asia/Bangkok
Asia,Beirut,,Asia/Beirut
Asia,Bishkek,,Asia/Bishkek
Asia,Brunei,,Asia/Brunei
Asia,Calcutta,,Asia/Calcutta
Asia,Choibalsan,"Dornod, Sukhbaatar",Asia/Choibalsan
Asia,Chongqing,"central China - Sichuan, Yunnan, Guangxi, Shaanxi, Guizhou, etc.",Asia/Chongqing
Asia,Chungking,,Asia/Chungking
Asia,Colombo,,Asia/Colombo
Asia,Dacca,,Asia/Dacca
Asia,Damascus,,Asia/Damascus
Asia,Dhaka,,Asia/Dhaka
Asia,Dili,,Asia/Dili
Asia,Dubai,,Asia/Dubai
Asia,Dushanbe,,Asia/Dushanbe
Asia,Gaza,Gaza Strip,Asia/Gaza
Asia,Harbin,"Heilongjiang (except Mohe), Jilin",Asia/Harbin
Asia,Hebron,West Bank,Asia/Hebron
Asia,Ho Chi Minh,,Asia/Ho_Chi_Minh
Asia,Hong Kong,,Asia/Hong_Kong
Asia,Hovd,"Bayan-Olgiy, Govi-Altai, Hovd, Uvs, Zavkhan",Asia/Hovd
Asia,Irkutsk,Moscow+05 - Lake Baikal,Asia/Irkutsk
Asia,Istanbul,,Asia/Istanbul
Asia,Jakarta,Java & Sumatra,Asia/Jakarta
Asia,Jayapura,west New Guinea (Irian Jaya) & Malukus (Moluccas),Asia/Jayapura
Asia,Jerusalem,,Asia/Jerusalem
Asia,Kabul,,Asia/Kabul
Asia,Kamchatka,Moscow+08 - Kamchatka,Asia/Kamchatka
Asia,Karachi,,Asia/Karachi
Asia,Kashgar,west Tibet & Xinjiang,Asia/Kashgar
Asia,Kathmandu,,Asia/Kathmandu
Asia,Katmandu,,Asia/Katmandu
Asia,Kolkata,,Asia/Kolkata
Asia,Krasnoyarsk,Moscow+04 - Yenisei River,Asia/Krasnoyarsk
Asia,Kuala Lumpur,peninsular Malaysia,Asia/Kuala_Lumpur
Asia,Kuching,Sabah & Sarawak,Asia/Kuching
Asia,Kuwait,,Asia/Kuwait
Asia,Macao,,Asia/Macao
Asia,Macau,,Asia/Macau
Asia,Magadan,Moscow+08 - Magadan,Asia/Magadan
Asia,Makassar,"east & south Borneo, Sulawesi (Celebes), Bali, Nusa Tenggara, west Timor",Asia/Makassar
Asia,Manila,,Asia/Manila
Asia,Muscat,,Asia/Muscat
Asia,Nicosia,,Asia/Nicosia
Asia,Novokuznetsk,Moscow+03 - Novokuznetsk,Asia/Novokuznetsk
Asia,Novosibirsk,Moscow+03 - Novosibirsk,Asia/Novosibirsk
Asia,Omsk,Moscow+03 - west Siberia,Asia/Omsk
Asia,Oral,West Kazakhstan,Asia/Oral
Asia,Phnom Penh,,Asia/Phnom_Penh
Asia,Pontianak,west & central Borneo,Asia/Pontianak
Asia,Pyongyang,,Asia/Pyongyang
Asia,Qatar,,Asia/Qatar
Asia,Qyzylorda,"Qyzylorda (Kyzylorda, Kzyl-Orda)",Asia/Qyzylorda
Asia,Rangoon,,Asia/Rangoon
Asia,Riyadh,,Asia/Riyadh
Asia,Saigon,,Asia/Saigon
Asia,Sakhalin,Moscow+07 - Sakhalin Island,Asia/Sakhalin
Asia,Samarkand,west Uzbekistan,Asia/Samarkand
Asia,Seoul,,Asia/Seoul
Asia,Shanghai,"east China - Beijing, Guangdong, Shanghai, etc.",Asia/Shanghai
Asia,Singapore,,Asia/Singapore
Asia,Taipei,,Asia/Taipei
Asia,Tashkent,east Uzbekistan,Asia/Tashkent
Asia,Tbilisi,,Asia/Tbilisi
Asia,Tehran,,Asia/Tehran
Asia,Tel Aviv,,Asia/Tel_Aviv
Asia,Thimbu,,Asia/Thimbu
Asia,Thimphu,,Asia/Thimphu
Asia,Tokyo,,Asia/Tokyo
Asia,Ujung Pandang,,Asia/Ujung_Pandang
Asia,Ulaanbaatar,most locations,Asia/Ulaanbaatar
Asia,Ulan Bator,,Asia/Ulan_Bator
Asia,Urumqi,most of Tibet & Xinjiang,Asia/Urumqi
Asia,Vientiane,,Asia/Vientiane
Asia,Vladivostok,Moscow+07 - Amur River,Asia/Vladivostok
Asia,Yakutsk,Moscow+06 - Lena River,Asia/Yakutsk
Asia,Yekaterinburg,Moscow+02 - Urals,Asia/Yekaterinburg
Asia,Yerevan,,Asia/Yerevan
Atlantic,Azores,Azores,Atlantic/Azores
Atlantic,Bermuda,,Atlantic/Bermuda
Atlantic,Canary,Canary Islands,Atlantic/Canary
Atlantic,Cape Verde,,Atlantic/Cape_Verde
Atlantic,Faeroe,,Atlantic/Faeroe
Atlantic,Faroe,,Atlantic/Faroe
Atlantic,Jan Mayen,,Atlantic/Jan_Mayen
Atlantic,Madeira,Madeira Islands,Atlantic/Madeira
Atlantic,Reykjavik,,Atlantic/Reykjavik
Atlantic,South Georgia,,Atlantic/South_Georgia
Atlantic,St Helena,,Atlantic/St_Helena
Atlantic,Stanley,,Atlantic/Stanley
Australia,ACT,,Australia/ACT
Australia,Adelaide,South Australia,Australia/Adelaide
Australia,Brisbane,Queensland - most locations,Australia/Brisbane
Australia,Broken Hill,New South Wales - Yancowinna,Australia/Broken_Hill
Australia,Canberra,,Australia/Canberra
Australia,Currie,Tasmania - King Island,Australia/Currie
Australia,Darwin,Northern Territory,Australia/Darwin
Australia,Eucla,Western Australia - Eucla area,Australia/Eucla
Australia,Hobart,Tasmania - most locations,Australia/Hobart
Australia,LHI,,Australia/LHI
Australia,Lindeman,Queensland - Holiday Islands,Australia/Lindeman
Australia,Lord Howe,Lord Howe Island,Australia/Lord_Howe
Australia,Melbourne,Victoria,Australia/Melbourne
Australia,North,,Australia/North
Australia,NSW,,Australia/NSW
Australia,Perth,Western Australia - most locations,Australia/Perth
Australia,Queensland,,Australia/Queensland
Australia,South,,Australia/South
Australia,Sydney,New South Wales - most locations,Australia/Sydney
Australia,Tasmania,,Australia/Tasmania
Australia,Victoria,,Australia/Victoria
Australia,West,,Australia/West
Australia,Yancowinna,,Australia/Yancowinna
Canada,Atlantic,,Canada/Atlantic
Canada,Central,,Canada/Central
Canada,Eastern,,Canada/Eastern
Canada,East-Saskatchewan,,Canada/East-Saskatchewan
Canada,Mountain,,Canada/Mountain
Canada,Newfoundland,,Canada/Newfoundland
Canada,Pacific,,Canada/Pacific
Canada,Saskatchewan,,Canada/Saskatchewan
Canada,Yukon,,Canada/Yukon
Etc.,GMT,,Etc./GMT
Etc.,GMT+0,,Etc./GMT+0
Etc.,UCT,,Etc./UCT
Etc.,Universal,,Etc./Universal
Etc.,UTC,,Etc./UTC
Etc.,Zulu,,Etc./Zulu
Europe,Amsterdam,,Europe/Amsterdam
Europe,Andorra,,Europe/Andorra
Europe,Athens,,Europe/Athens
Europe,Belfast,,Europe/Belfast
Europe,Belgrade,,Europe/Belgrade
Europe,Berlin,,Europe/Berlin
Europe,Bratislava,,Europe/Bratislava
Europe,Brussels,,Europe/Brussels
Europe,Bucharest,,Europe/Bucharest
Europe,Budapest,,Europe/Budapest
Europe,Chisinau,,Europe/Chisinau
Europe,Copenhagen,,Europe/Copenhagen
Europe,Dublin,,Europe/Dublin
Europe,Gibraltar,,Europe/Gibraltar
Europe,Guernsey,,Europe/Guernsey
Europe,Helsinki,,Europe/Helsinki
Europe,Isle of Man,,Europe/Isle_of_Man
Europe,Istanbul,,Europe/Istanbul
Europe,Jersey,,Europe/Jersey
Europe,Kaliningrad,Moscow-01 - Kaliningrad,Europe/Kaliningrad
Europe,Kiev,most locations,Europe/Kiev
Europe,Lisbon,mainland,Europe/Lisbon
Europe,Ljubljana,,Europe/Ljubljana
Europe,London,,Europe/London
Europe,Luxembourg,,Europe/Luxembourg
Europe,Madrid,mainland,Europe/Madrid
Europe,Malta,,Europe/Malta
Europe,Mariehamn,,Europe/Mariehamn
Europe,Minsk,,Europe/Minsk
Europe,Monaco,,Europe/Monaco
Europe,Moscow,Moscow+00 - west Russia,Europe/Moscow
Europe,Nicosia,,Europe/Nicosia
Europe,Oslo,,Europe/Oslo
Europe,Paris,,Europe/Paris
Europe,Podgorica,,Europe/Podgorica
Europe,Prague,,Europe/Prague
Europe,Riga,,Europe/Riga
Europe,Rome,,Europe/Rome
Europe,Samara,"Moscow+00 - Samara, Udmurtia",Europe/Samara
Europe,San Marino,,Europe/San_Marino
Europe,Sarajevo,,Europe/Sarajevo
Europe,Simferopol,central Crimea,Europe/Simferopol
Europe,Skopje,,Europe/Skopje
Europe,Sofia,,Europe/Sofia
Europe,Stockholm,,Europe/Stockholm
Europe,Tallinn,,Europe/Tallinn
Europe,Tirane,,Europe/Tirane
Europe,Tiraspol,,Europe/Tiraspol
Europe,Uzhgorod,Ruthenia,Europe/Uzhgorod
Europe,Vaduz,,Europe/Vaduz
Europe,Vatican,,Europe/Vatican
Europe,Vienna,,Europe/Vienna
Europe,Vilnius,,Europe/Vilnius
Europe,Volgograd,Moscow+00 - Caspian Sea,Europe/Volgograd
Europe,Warsaw,,Europe/Warsaw
Europe,Zagreb,,Europe/Zagreb
Europe,Zaporozhye,"Zaporozh'ye, E Lugansk / Zaporizhia, E Luhansk",Europe/Zaporozhye
Europe,Zurich,,Europe/Zurich
Indian Subcontinent,Antananarivo,,Indian/Antananarivo
Indian Subcontinent,Chagos,,Indian/Chagos
Indian Subcontinent,Christmas,,Indian/Christmas
Indian Subcontinent,Cocos,,Indian/Cocos
Indian Subcontinent,Comoro,,Indian/Comoro
Indian Subcontinent,Kerguelen,,Indian/Kerguelen
Indian Subcontinent,Mahe,,Indian/Mahe
Indian Subcontinent,Maldives,,Indian/Maldives
Indian Subcontinent,Mauritius,,Indian/Mauritius
Indian Subcontinent,Mayotte,,Indian/Mayotte
Indian Subcontinent,Reunion,,Indian/Reunion
Pacific,Apia,,Pacific/Apia
Pacific,Auckland,most locations,Pacific/Auckland
Pacific,Chatham,Chatham Islands,Pacific/Chatham
Pacific,Chuuk,Chuuk (Truk) and Yap,Pacific/Chuuk
Pacific,Easter,Easter Island & Sala y Gomez,Pacific/Easter
Pacific,Efate,,Pacific/Efate
Pacific,Enderbury,Phoenix Islands,Pacific/Enderbury
Pacific,Fakaofo,,Pacific/Fakaofo
Pacific,Fiji,,Pacific/Fiji
Pacific,Funafuti,,Pacific/Funafuti
Pacific,Galapagos,Galapagos Islands,Pacific/Galapagos
Pacific,Gambier,Gambier Islands,Pacific/Gambier
Pacific,Guadalcanal,,Pacific/Guadalcanal
Pacific,Guam,,Pacific/Guam
Pacific,Honolulu,Hawaii,Pacific/Honolulu
Pacific,Johnston,Johnston Atoll,Pacific/Johnston
Pacific,Kiritimati,Line Islands,Pacific/Kiritimati
Pacific,Kosrae,Kosrae,Pacific/Kosrae
Pacific,Kwajalein,Kwajalein,Pacific/Kwajalein
Pacific,Majuro,most locations,Pacific/Majuro
Pacific,Marquesas,Marquesas Islands,Pacific/Marquesas
Pacific,Midway,Midway Islands,Pacific/Midway
Pacific,Nauru,,Pacific/Nauru
Pacific,Niue,,Pacific/Niue
Pacific,Norfolk,,Pacific/Norfolk
Pacific,Noumea,,Pacific/Noumea
Pacific,Pago Pago,,Pacific/Pago_Pago
Pacific,Palau,,Pacific/Palau
Pacific,Pitcairn,,Pacific/Pitcairn
Pacific,Pohnpei,Pohnpei (Ponape),Pacific/Pohnpei
Pacific,Ponape,,Pacific/Ponape
Pacific,Port Moresby,,Pacific/Port_Moresby
Pacific,Rarotonga,,Pacific/Rarotonga
Pacific,Saipan,,Pacific/Saipan
Pacific,Samoa,,Pacific/Samoa
Pacific,Tahiti,Society Islands,Pacific/Tahiti
Pacific,Tarawa,Gilbert Islands,Pacific/Tarawa
Pacific,Tongatapu,,Pacific/Tongatapu
Pacific,Truk,,Pacific/Truk
Pacific,Wake,Wake Island,Pacific/Wake
Pacific,Wallis,,Pacific/Wallis
Pacific,Yap,,Pacific/Yap
Etc.,US - Alaska,,US/Alaska
Etc.,US - Aleutian,,US/Aleutian
Etc.,US - Arizona,,US/Arizona
Etc.,US - Central,,US/Central
Etc.,US - Eastern,,US/Eastern
Etc.,US - East-Indiana,,US/East-Indiana
Etc.,US - Hawaii,,US/Hawaii
Etc.,US - Indiana-Starke,,US/Indiana-Starke
Etc.,US - Michigan,,US/Michigan
Etc.,US - Mountain,,US/Mountain
Etc.,US - Pacific,,US/Pacific
Etc.,US - Pacific-New,,US/Pacific-New
Etc.,US - Samoa,,US/Samoa
Etc.,UTC,,UTC
